encounter_id,user_id,starts_at,ends_at,platform,saw_verification_timestamp,start_veritifcation_timestamp,confirmed_selfie_timestamp,verification_confirmed_timestamp
Encounter:148921,User:478004,2020-09-15 23:08:30,2020-09-16 1:46:17,web,2020-09-15 23:57:01,2020-09-15 23:57:51,2020-09-16 0:03:14,2020-09-16 0:06:31
Encounter:149055,User:478059,2020-09-16 19:14:34,2020-09-16 23:05:33,web,2020-09-16 22:56:14,2020-09-16 22:55:07,2020-09-16 22:57:47,2020-09-16 22:58:18
Encounter:150058,User:478438,2020-09-23 18:09:40,2020-09-23 19:44:38,ios,2020-09-23 18:46:16,2020-09-23 18:51:34,2020-09-23 18:52:18,2020-09-23 18:53:00
Encounter:151220,User:478877,2020-10-01 19:14:03,2020-10-01 21:16:16,web,2020-10-01 19:52:09,2020-10-01 19:53:02,2020-10-01 19:54:47,2020-10-01 19:57:06
Encounter:152100,User:479416,2020-10-07 16:56:42,2020-10-07 18:05:34,web,2020-10-07 17:33:01,2020-10-07 17:34:41,2020-10-07 17:38:04,2020-10-07 17:38:59
Encounter:150227,User:478535,2020-09-24 21:08:48,2020-09-24 23:23:42,web,2020-09-24 22:16:20,2020-09-24 22:18:14,2020-09-24 22:19:56,2020-09-24 22:20:50
Encounter:149657,User:478319,2020-09-20 21:46:08,2020-09-20 23:35:31,web,2020-09-20 22:43:56,2020-09-20 22:44:10,2020-09-20 22:45:56,2020-09-20 22:46:43
Encounter:140899,User:474462,2020-07-31 21:29:47,2020-08-01 0:09:36,ios,2020-07-31 23:47:41,2020-07-31 23:50:30,2020-07-31 23:52:19,2020-07-31 23:52:43
Encounter:141310,User:474619,2020-08-03 17:43:43,2020-08-03 18:51:00,ios,2020-08-03 18:11:58,2020-08-03 18:14:36,2020-08-03 18:15:06,2020-08-03 18:15:35
Encounter:141936,User:474888,2020-08-07 22:30:06,2020-08-07 23:47:07,web,2020-08-07 22:56:55,2020-08-07 22:57:47,2020-08-07 23:03:44,2020-08-07 23:04:17
Encounter:142277,User:475018,2020-08-10 15:28:05,2020-08-10 17:44:58,ios,2020-08-10 16:30:03,2020-08-10 16:30:42,2020-08-10 16:32:10,2020-08-10 16:34:34
Encounter:143215,User:475446,2020-08-16 5:12:01,2020-08-16 18:00:02,web,2020-08-16 16:20:45,2020-08-16 16:42:19,2020-08-16 16:44:30,2020-08-16 16:47:06
Encounter:143330,User:475501,2020-08-16 23:12:01,2020-08-17 2:41:18,web,2020-08-17 2:17:26,2020-08-17 2:17:54,2020-08-17 2:18:30,2020-08-17 2:22:26
Encounter:143366,User:475518,2020-08-17 4:00:29,2020-08-17 17:58:26,ios,2020-08-17 15:51:19,2020-08-17 15:51:25,2020-08-17 15:55:45,2020-08-17 15:56:50
Encounter:143515,User:475574,2020-08-17 22:19:30,2020-08-17 23:34:55,web,2020-08-17 23:09:07,2020-08-17 23:09:32,2020-08-17 23:13:06,2020-08-17 23:15:30
Encounter:145417,User:476411,2020-08-28 11:34:27,2020-08-28 20:54:14,web,2020-08-28 12:09:29,2020-08-28 12:09:40,2020-08-28 12:11:24,2020-08-28 12:11:56
Encounter:145575,User:476467,2020-08-29 9:10:29,2020-08-29 17:46:50,android,2020-08-29 10:26:58,2020-08-29 10:27:55,2020-08-29 10:30:06,2020-08-29 10:33:07
Encounter:145707,User:476522,2020-08-30 4:05:07,2020-08-30 17:20:28,web,2020-08-30 6:14:03,2020-08-30 6:19:44,2020-08-30 6:26:27,2020-08-30 6:28:31
Encounter:145980,User:476645,2020-08-31 19:52:38,2020-08-31 21:50:37,web,2020-08-31 21:09:11,2020-08-31 21:09:29,2020-08-31 21:11:51,2020-08-31 21:13:08
Encounter:146303,User:476792,2020-09-02 2:05:13,2020-09-02 3:20:13,web,2020-09-02 2:48:00,2020-09-02 2:48:27,2020-09-02 2:50:03,2020-09-02 2:52:12
Encounter:146397,User:476836,2020-09-02 16:32:27,2020-09-02 18:49:09,ios,2020-09-02 18:05:00,2020-09-02 18:06:48,2020-09-02 18:07:34,2020-09-02 18:08:41
Encounter:146952,User:477079,2020-09-05 17:54:14,2020-09-05 21:32:38,web,2020-09-05 21:11:27,2020-09-05 21:11:40,2020-09-05 21:12:32,2020-09-05 21:13:12
Encounter:147145,User:477172,2020-09-06 16:16:24,2020-09-06 18:30:44,web,2020-09-06 17:45:39,2020-09-06 17:51:17,2020-09-06 17:51:20,2020-09-06 17:53:33
Encounter:147154,User:477177,2020-09-06 16:57:49,2020-09-06 18:10:39,web,2020-09-06 17:20:38,2020-09-06 17:20:49,2020-09-06 17:22:10,2020-09-06 17:23:05
Encounter:147455,User:477283,2020-09-07 22:57:49,2020-09-08 0:42:19,web,2020-09-07 23:48:02,2020-09-07 23:48:18,2020-09-07 23:49:25,2020-09-07 23:52:01
Encounter:147848,User:477510,2020-09-10 1:44:29,2020-09-10 3:19:28,ios,2020-09-10 2:37:10,2020-09-10 2:37:35,2020-09-10 2:38:00,2020-09-10 2:39:59
Encounter:148874,User:477982,2020-09-15 15:10:17,2020-09-15 17:18:36,web,2020-09-15 16:22:43,2020-09-15 16:23:13,2020-09-15 16:24:17,2020-09-15 16:28:57
Encounter:151831,User:479042,2020-10-05 22:38:08,2020-10-05 23:30:09,web,2020-10-05 22:59:47,2020-10-05 23:00:41,2020-10-05 23:01:20,2020-10-05 23:02:10
Encounter:152774,User:479789,2020-10-11 10:43:31,2020-10-11 22:49:24,ios,2020-10-11 11:58:59,2020-10-11 11:59:26,2020-10-11 12:00:14,2020-10-11 12:00:37
Encounter:149374,User:478214,2020-09-18 17:43:17,2020-09-19 0:37:04,web,2020-09-18 23:45:17,2020-09-18 23:45:55,2020-09-18 23:46:49,2020-09-18 23:47:11
Encounter:140910,User:474465,2020-07-31 22:35:09,2020-07-31 23:20:56,ios,2020-07-31 23:01:20,2020-07-31 23:02:11,2020-07-31 23:04:30,2020-07-31 23:05:39
Encounter:140926,User:474471,2020-07-31 23:42:00,2020-08-01 1:21:22,ios,2020-08-01 0:59:00,2020-08-01 0:59:33,2020-08-01 1:01:49,2020-08-01 1:04:19
Encounter:142980,User:475336,2020-08-14 20:35:47,2020-08-14 23:10:36,ios,2020-08-14 22:27:36,2020-08-14 22:27:40,2020-08-14 22:23:14,2020-08-14 22:31:27
Encounter:142980,User:475336,2020-08-14 20:35:47,2020-08-14 23:10:36,ios,2020-08-14 22:27:36,2020-08-14 22:27:40,2020-08-14 22:28:04,2020-08-14 22:31:27
Encounter:143006,User:475351,2020-08-14 23:24:17,2020-08-15 1:49:26,ios,2020-08-15 1:16:53,2020-08-15 1:17:19,2020-08-15 1:17:38,2020-08-15 1:18:33
Encounter:143467,User:473864,2020-08-17 17:50:58,2020-08-18 17:45:53,web,2020-08-18 16:49:13,2020-08-18 16:53:50,2020-08-18 16:55:16,2020-08-18 16:56:00
Encounter:143467,User:473864,2020-08-17 17:50:58,2020-08-18 17:45:53,web,2020-08-18 16:49:13,2020-08-18 16:53:50,2020-08-18 16:55:16,2020-08-18 16:56:00
Encounter:143853,User:475712,2020-08-19 19:00:14,2020-08-19 20:23:22,web,2020-08-19 20:00:03,2020-08-19 20:00:29,2020-08-19 20:00:59,2020-08-19 20:02:02
Encounter:144529,User:475991,2020-08-23 23:08:15,2020-08-24 0:26:09,web,2020-08-23 23:53:41,2020-08-23 23:54:00,2020-08-23 23:55:05,2020-08-23 23:56:40
Encounter:144843,User:475474,2020-08-25 19:38:02,2020-08-25 21:41:35,web,2020-08-25 20:07:12,2020-08-25 20:07:38,2020-08-25 20:08:21,2020-08-25 20:09:11
Encounter:144975,User:476197,2020-08-26 3:59:58,2020-08-26 18:02:22,ios,2020-08-26 5:00:28,2020-08-26 5:01:02,2020-08-26 5:02:30,2020-08-26 5:04:34
Encounter:146273,User:476782,2020-09-01 23:22:39,2020-09-02 1:52:17,web,2020-09-02 0:50:15,2020-09-02 0:50:26,2020-09-02 0:51:34,2020-09-02 0:55:13
Encounter:146842,User:477041,2020-09-05 1:22:42,2020-09-05 4:00:31,web,2020-09-05 3:13:48,2020-09-05 3:14:07,2020-09-05 3:14:38,2020-09-05 3:16:53
Encounter:147476,User:477295,2020-09-08 2:51:21,2020-09-08 3:49:01,web,2020-09-08 3:17:57,2020-09-08 3:18:15,2020-09-08 3:19:56,2020-09-08 3:21:55
Encounter:147804,User:477482,2020-09-09 20:52:22,2020-09-09 22:04:18,web,2020-09-09 21:39:19,2020-09-09 21:39:39,2020-09-09 21:41:53,2020-09-09 21:43:09
Encounter:147909,User:477535,2020-09-10 5:55:36,2020-09-10 19:37:17,ios,2020-09-10 18:27:39,2020-09-10 18:27:50,2020-09-10 18:29:50,2020-09-10 18:31:52
Encounter:148232,User:477668,2020-09-11 22:31:47,2020-09-12 1:34:33,web,2020-09-12 1:10:35,2020-09-12 1:10:48,2020-09-12 1:15:22,2020-09-12 1:16:02
Encounter:148741,User:477903,2020-09-14 21:39:00,2020-09-14 22:58:52,web,2020-09-14 22:36:55,2020-09-14 22:12:25,2020-09-14 22:14:21,2020-09-14 22:20:20
Encounter:148937,User:478013,2020-09-16 1:05:05,2020-09-16 3:41:56,ios,2020-09-16 2:42:18,2020-09-16 2:42:32,2020-09-16 2:44:36,2020-09-16 2:47:16
Encounter:152154,User:479440,2020-10-07 20:27:49,2020-10-07 21:45:04,web,2020-10-07 21:05:37,2020-10-07 21:06:13,2020-10-07 21:07:03,2020-10-07 21:07:47
Encounter:152187,User:479451,2020-10-07 22:56:01,2020-10-07 23:37:38,web,2020-10-07 23:04:22,2020-10-07 23:11:56,2020-10-07 23:14:15,2020-10-07 23:15:37
Encounter:152649,User:479721,2020-10-10 17:22:07,2020-10-10 18:21:04,web,2020-10-10 17:55:41,2020-10-10 17:55:46,2020-10-10 17:59:22,2020-10-10 18:00:38
Encounter:150056,User:478467,2020-09-23 18:05:54,2020-09-23 20:23:45,ios,2020-09-23 18:28:11,2020-09-23 18:28:26,2020-09-23 18:29:24,2020-09-23 18:31:17
Encounter:150058,User:478438,2020-09-23 18:09:40,2020-09-23 19:44:38,ios,2020-09-23 18:46:16,2020-09-23 18:47:27,2020-09-23 18:52:18,2020-09-23 18:53:00
Encounter:149657,User:478319,2020-09-20 21:46:08,2020-09-20 23:35:31,web,2020-09-20 22:43:56,2020-09-20 22:44:10,2020-09-20 22:45:56,2020-09-20 22:46:43
Encounter:142041,User:474910,2020-08-08 19:07:59,2020-08-08 20:56:50,web,2020-08-08 19:21:56,2020-08-08 19:23:20,2020-08-08 19:24:38,2020-08-08 19:26:00
Encounter:143107,User:475394,2020-08-15 15:42:53,2020-08-15 19:06:00,web,2020-08-15 17:32:53,2020-08-15 17:33:20,2020-08-15 17:35:29,2020-08-15 17:36:27
Encounter:143215,User:475446,2020-08-16 5:12:01,2020-08-16 18:00:02,web,2020-08-16 16:20:45,2020-08-16 16:42:19,2020-08-16 16:44:30,2020-08-16 16:47:06
Encounter:143215,User:475446,2020-08-16 5:12:01,2020-08-16 18:00:02,web,2020-08-16 16:20:45,2020-08-16 16:42:19,2020-08-16 16:44:30,2020-08-16 16:47:06
Encounter:143233,User:475454,2020-08-16 7:59:20,2020-08-16 10:02:16,ios,2020-08-16 9:05:38,2020-08-16 9:05:54,2020-08-16 9:06:47,2020-08-16 9:08:20
Encounter:143490,User:475565,2020-08-17 20:20:33,2020-08-17 21:33:35,web,2020-08-17 21:05:58,2020-08-17 21:06:43,2020-08-17 21:07:58,2020-08-17 21:09:21
Encounter:143546,User:475589,2020-08-18 1:34:24,2020-08-18 3:22:59,web,2020-08-18 2:48:12,2020-08-18 2:50:04,2020-08-18 2:50:39,2020-08-18 2:53:34
Encounter:143720,User:475658,2020-08-19 1:56:01,2020-08-19 3:28:53,web,2020-08-19 2:49:20,2020-08-19 2:49:32,2020-08-19 2:49:57,2020-08-19 2:51:02
Encounter:145369,User:476379,2020-08-28 2:14:11,2020-08-28 3:33:36,web,2020-08-28 3:06:21,2020-08-28 3:08:49,2020-08-28 3:11:31,2020-08-28 3:12:09
Encounter:146258,User:476777,2020-09-01 22:17:50,2020-09-01 23:21:45,web,2020-09-01 23:04:47,2020-09-01 23:05:42,2020-09-01 23:06:31,2020-09-01 23:08:56
Encounter:146789,User:477013,2020-09-04 19:54:01,2020-09-04 22:32:09,web,2020-09-04 20:50:51,2020-09-04 20:53:27,2020-09-04 20:54:55,2020-09-04 20:56:27
Encounter:146802,User:477020,2020-09-04 22:14:50,2020-09-05 0:31:37,web,2020-09-04 23:40:42,2020-09-04 23:41:30,2020-09-04 23:42:16,2020-09-04 23:43:31
Encounter:146952,User:477079,2020-09-05 17:54:14,2020-09-05 21:32:38,web,2020-09-05 21:11:27,2020-09-05 21:11:40,2020-09-05 21:12:32,2020-09-05 21:13:12
Encounter:147145,User:477172,2020-09-06 16:16:24,2020-09-06 18:30:44,web,2020-09-06 17:45:39,2020-09-06 17:51:17,2020-09-06 17:51:20,2020-09-06 17:53:33
Encounter:147272,User:476766,2020-09-07 2:10:50,2020-09-07 2:41:04,ios,2020-09-07 2:12:34,2020-09-07 2:20:05,2020-09-07 2:20:22,2020-09-07 2:23:50
Encounter:147455,User:477283,2020-09-07 22:57:49,2020-09-08 0:42:19,web,2020-09-07 23:48:02,2020-09-07 23:48:18,2020-09-07 23:49:25,2020-09-07 23:52:01
Encounter:147590,User:477363,2020-09-08 18:05:20,2020-09-09 1:06:06,web,2020-09-09 0:08:08,2020-09-09 0:08:54,2020-09-09 0:10:56,2020-09-09 0:13:02
Encounter:147820,User:477421,2020-09-09 21:43:11,2020-09-09 23:43:05,web,2020-09-09 21:45:39,2020-09-09 21:46:51,2020-09-09 21:50:31,2020-09-09 21:50:52
Encounter:148411,User:477747,2020-09-12 22:53:20,2020-09-13 22:46:25,web,2020-09-13 20:48:17,2020-09-13 20:51:29,2020-09-13 20:54:59,2020-09-13 20:55:41
Encounter:148411,User:477747,2020-09-12 22:53:20,2020-09-13 22:46:25,web,2020-09-13 20:48:17,2020-09-13 20:51:29,2020-09-13 20:54:59,2020-09-13 20:55:41
Encounter:148520,User:477805,2020-09-13 17:33:19,2020-09-13 18:35:24,web,2020-09-13 18:02:16,2020-09-13 18:02:21,2020-09-13 18:03:55,2020-09-13 18:04:48
Encounter:151621,User:479118,2020-10-04 17:07:52,2020-10-04 17:36:58,web,2020-10-04 17:20:15,2020-10-04 17:22:07,2020-10-04 17:23:30,2020-10-04 17:24:09
Encounter:149466,User:231792,2020-09-19 4:32:08,2020-09-29 2:46:27,ios,2020-09-29 2:07:40,2020-09-29 2:07:55,2020-09-29 2:08:18,2020-09-29 2:08:54
Encounter:149374,User:478214,2020-09-18 17:43:17,2020-09-19 0:37:04,web,2020-09-18 23:45:17,2020-09-18 23:45:55,2020-09-18 23:46:49,2020-09-18 23:47:11
Encounter:149425,User:478235,2020-09-19 1:03:22,2020-09-19 2:14:50,ios,2020-09-19 1:54:10,2020-09-19 1:55:23,2020-09-19 1:58:40,2020-09-19 2:02:56
Encounter:141335,User:474630,2020-08-03 22:00:37,2020-08-04 2:41:13,ios,2020-08-04 2:04:13,2020-08-04 2:04:24,2020-08-04 2:05:09,2020-08-04 2:05:45
Encounter:141831,User:474846,2020-08-07 0:40:10,2020-08-07 2:21:36,web,2020-08-07 1:40:04,2020-08-07 1:41:16,2020-08-07 1:43:07,2020-08-07 1:44:05
Encounter:142554,User:475147,2020-08-12 5:36:05,2020-08-12 18:18:45,web,2020-08-12 7:38:53,2020-08-12 7:39:04,2020-08-12 7:41:22,2020-08-12 7:42:16
Encounter:142592,User:475164,2020-08-12 12:33:49,2020-08-13 4:28:50,web,2020-08-12 13:01:26,2020-08-12 13:01:38,2020-08-12 13:04:51,2020-08-12 13:09:00
Encounter:142698,User:475209,2020-08-13 1:19:07,2020-08-13 3:44:25,ios,2020-08-13 3:02:03,2020-08-13 3:01:32,2020-08-13 3:04:24,2020-08-13 3:10:17
Encounter:145187,User:476294,2020-08-27 1:07:44,2020-08-27 1:57:51,web,2020-08-27 1:43:25,2020-08-27 1:43:43,2020-08-27 1:45:52,2020-08-27 1:46:42
Encounter:145367,User:476378,2020-08-28 2:08:00,2020-08-28 3:38:15,ios,2020-08-28 3:03:20,2020-08-28 3:07:42,2020-08-28 3:08:28,2020-08-28 3:09:07
Encounter:145429,User:476416,2020-08-28 14:05:04,2020-08-28 17:43:16,ios,2020-08-28 14:37:48,2020-08-28 14:39:22,2020-08-28 14:39:52,2020-08-28 14:40:25
Encounter:147909,User:477535,2020-09-10 5:55:36,2020-09-10 19:37:17,ios,2020-09-10 18:27:39,2020-09-10 18:27:50,2020-09-10 18:29:50,2020-09-10 18:31:52
Encounter:148232,User:477668,2020-09-11 22:31:47,2020-09-12 1:34:33,web,2020-09-12 1:13:09,2020-09-12 1:13:25,2020-09-12 1:12:15,2020-09-12 1:16:02
Encounter:148367,User:476806,2020-09-12 18:55:42,2020-09-12 19:30:21,web,2020-09-12 19:16:10,2020-09-12 19:16:36,2020-09-12 19:17:21,2020-09-12 19:18:41
Encounter:148741,User:477903,2020-09-14 21:39:00,2020-09-14 22:58:52,web,2020-09-14 22:12:14,2020-09-14 22:12:25,2020-09-14 22:14:21,2020-09-14 22:20:20
Encounter:151985,User:479348,2020-10-06 21:04:56,2020-10-06 23:10:36,web,2020-10-06 22:31:02,2020-10-06 22:31:47,2020-10-06 22:36:58,2020-10-06 22:38:38
Encounter:148232,User:477668,2020-09-11 22:31:47,2020-09-12 1:34:33,web,2020-09-12 1:10:35,2020-09-12 1:10:48,2020-09-12 1:12:15,2020-09-12 1:16:02
Encounter:150227,User:478535,2020-09-24 21:08:48,2020-09-24 23:23:42,web,2020-09-24 22:16:20,2020-09-24 22:18:14,2020-09-24 22:19:56,2020-09-24 22:20:50
Encounter:149366,User:478208,2020-09-18 16:48:55,2020-09-18 18:19:04,web,2020-09-18 17:21:18,2020-09-18 17:22:57,2020-09-18 17:24:03,2020-09-18 17:25:19
Encounter:140915,User:474468,2020-07-31 22:46:17,2020-08-01 1:10:04,ios,2020-08-01 0:48:12,2020-08-01 0:51:02,2020-08-01 0:52:38,2020-08-01 0:53:55
Encounter:141040,User:474508,2020-08-01 19:14:54,2020-08-01 21:33:24,web,2020-08-01 20:37:05,2020-08-01 20:37:19,2020-08-01 20:37:48,2020-08-01 20:38:34
Encounter:142041,User:474910,2020-08-08 19:07:59,2020-08-08 20:56:50,web,2020-08-08 19:21:56,2020-08-08 19:23:20,2020-08-08 19:24:38,2020-08-08 19:26:00
Encounter:142165,User:474965,2020-08-09 17:05:05,2020-08-09 17:50:50,ios,2020-08-09 17:09:56,2020-08-09 17:10:19,2020-08-09 17:11:00,2020-08-09 17:11:35
Encounter:142277,User:475018,2020-08-10 15:28:05,2020-08-10 17:44:58,ios,2020-08-10 16:30:03,2020-08-10 16:30:42,2020-08-10 16:32:10,2020-08-10 16:34:34
Encounter:142300,User:475008,2020-08-10 19:06:59,2020-08-10 20:14:22,web,2020-08-10 19:17:31,2020-08-10 19:27:18,2020-08-10 19:30:00,2020-08-10 19:30:28
Encounter:142649,User:475190,2020-08-12 19:52:55,2020-08-12 21:29:23,web,2020-08-12 20:44:35,2020-08-12 20:47:09,2020-08-12 20:48:29,2020-08-12 20:48:58
Encounter:144363,User:475922,2020-08-22 20:27:15,2020-08-22 21:51:11,web,2020-08-22 21:22:16,2020-08-22 21:22:30,2020-08-22 21:26:02,2020-08-22 21:26:48
Encounter:144796,User:476118,2020-08-25 13:50:38,2020-08-25 19:52:50,web,2020-08-25 17:14:56,2020-08-25 17:15:47,2020-08-25 17:16:25,2020-08-25 17:17:47
Encounter:145417,User:476411,2020-08-28 11:34:27,2020-08-28 20:54:14,web,2020-08-28 12:09:29,2020-08-28 12:09:40,2020-08-28 12:11:24,2020-08-28 12:11:56
Encounter:145494,User:476441,2020-08-28 23:17:52,2020-08-29 0:26:06,web,2020-08-28 23:45:04,2020-08-28 23:45:56,2020-08-28 23:47:19,2020-08-28 23:48:11
Encounter:146796,User:477017,2020-09-04 20:54:37,2020-09-05 1:10:15,web,2020-09-04 21:38:50,2020-09-04 21:40:43,2020-09-04 21:41:34,2020-09-04 21:41:55
Encounter:146796,User:477017,2020-09-04 20:54:37,2020-09-05 1:10:15,web,2020-09-04 21:38:50,2020-09-04 21:40:43,2020-09-04 21:41:34,2020-09-04 21:41:55
Encounter:147590,User:477363,2020-09-08 18:05:20,2020-09-09 1:06:06,web,2020-09-09 0:08:08,2020-09-09 0:08:54,2020-09-09 0:10:56,2020-09-09 0:13:02
Encounter:149805,User:478370,2020-09-21 22:14:19,2020-09-21 23:41:19,ios,2020-09-21 23:15:45,2020-09-21 23:17:07,2020-09-21 23:17:50,2020-09-21 23:18:28
Encounter:149805,User:478370,2020-09-21 22:14:19,2020-09-21 23:41:19,ios,2020-09-21 23:15:45,2020-09-21 23:17:07,2020-09-21 23:17:50,2020-09-21 23:18:28
Encounter:149937,User:478427,2020-09-22 21:33:50,2020-09-22 22:55:41,web,2020-09-22 22:43:20,2020-09-22 22:44:32,2020-09-22 22:47:16,2020-09-22 22:47:42
Encounter:141021,User:474501,2020-08-01 15:03:46,2020-08-01 17:36:40,ios,2020-08-01 17:00:44,2020-08-01 17:00:48,2020-08-01 17:02:09,2020-08-01 17:02:45
Encounter:142305,User:475031,2020-08-10 20:53:21,2020-08-10 23:23:04,web,2020-08-10 22:45:28,2020-08-10 22:46:03,2020-08-10 22:48:40,2020-08-10 22:49:37
Encounter:142348,User:475048,2020-08-11 1:39:09,2020-08-11 2:46:49,web,2020-08-11 2:25:58,2020-08-11 2:27:45,2020-08-11 2:28:25,2020-08-11 2:29:31
Encounter:142492,User:475119,2020-08-11 21:12:02,2020-08-12 3:28:03,ios,2020-08-11 22:47:43,2020-08-11 22:49:44,2020-08-11 22:50:32,2020-08-11 22:50:47
Encounter:142698,User:475209,2020-08-13 1:19:07,2020-08-13 3:44:25,ios,2020-08-13 2:58:41,2020-08-13 3:01:32,2020-08-13 3:04:24,2020-08-13 3:10:17
Encounter:142698,User:475209,2020-08-13 1:19:07,2020-08-13 3:44:25,ios,2020-08-13 2:58:41,2020-08-13 3:02:07,2020-08-13 3:02:52,2020-08-13 3:10:17
Encounter:142980,User:475336,2020-08-14 20:35:47,2020-08-14 23:10:36,ios,2020-08-14 22:27:36,2020-08-14 22:27:40,2020-08-14 22:23:14,2020-08-14 22:31:27
Encounter:142980,User:475336,2020-08-14 20:35:47,2020-08-14 23:10:36,ios,2020-08-14 22:27:36,2020-08-14 22:27:40,2020-08-14 22:23:14,2020-08-14 22:31:27
Encounter:143220,User:475449,2020-08-16 5:41:09,2020-08-16 18:15:01,ios,2020-08-16 7:03:11,2020-08-16 7:03:52,2020-08-16 7:06:08,2020-08-16 7:06:46
Encounter:143597,User:475611,2020-08-18 7:11:43,2020-08-18 18:59:10,web,2020-08-18 8:09:38,2020-08-18 8:19:11,2020-08-18 8:19:49,2020-08-18 8:21:29
Encounter:144005,User:475778,2020-08-20 19:28:47,2020-08-20 20:29:23,web,2020-08-20 19:46:44,2020-08-20 19:47:08,2020-08-20 19:49:41,2020-08-20 19:50:17
Encounter:144005,User:475778,2020-08-20 19:28:47,2020-08-20 20:29:23,web,2020-08-20 19:46:44,2020-08-20 19:47:08,2020-08-20 19:49:41,2020-08-20 19:50:17
Encounter:144257,User:475864,2020-08-22 3:03:21,2020-08-22 3:59:06,web,2020-08-22 3:29:27,2020-08-22 3:34:27,2020-08-22 3:41:56,2020-08-22 3:42:45
Encounter:145199,User:476301,2020-08-27 2:04:00,2020-08-27 4:15:02,web,2020-08-27 3:22:48,2020-08-27 3:23:15,2020-08-27 3:24:03,2020-08-27 3:27:14
Encounter:145526,User:475201,2020-08-29 3:07:00,2020-08-29 4:39:11,web,2020-08-29 4:00:53,2020-08-29 4:01:04,2020-08-29 4:01:55,2020-08-29 4:02:54
Encounter:146984,User:477094,2020-09-05 21:14:25,2020-09-05 23:35:12,web,2020-09-05 22:17:42,2020-09-05 22:17:52,2020-09-05 22:18:49,2020-09-05 22:19:21
Encounter:147177,User:369671,2020-09-06 18:44:08,2020-09-06 22:03:33,ios,2020-09-06 20:42:51,2020-09-06 20:44:06,2020-09-06 20:44:33,2020-09-06 20:44:51
